INSERT INTO Student (StudentId, Major, Gender) VALUES
(100818, 'Chemistry', 'Male'),
(100819, 'English', 'Female'),
(100820, 'Music', 'Male'),
(100821, 'Computer Science', 'Female'),
(100822, 'Accounting', 'Female'),
(100823, 'Computer Science', 'Male'),
(100824, 'Physics', 'Female'),
(100825, 'Film', 'Female'),
(100826, 'Law', 'Male'),
(100827, 'Math', 'Female'),
(100828, 'Drama', 'Female'),
(100829, 'Accounting', 'Female'),
(100830, 'English', 'Male'),
(100831, 'Accounting', 'Female'),
(100832, 'Math', 'Male'),
(100833, 'Drama', 'Female'),
(100834, 'Psychology', 'Male'),
(100835, 'Law', 'Male'),
(100836, 'Fine Arts', 'Male'),
(100837, 'Chemistry', 'Male'),
(100838, 'History', 'Male'),
(100839, 'Law', 'Male'),
(100840, 'Finance', 'Male'),
(100841, 'Finance', 'Male'),
(100842, 'Finance', 'Male'),
(100843, 'Economics', 'Female'),
(100844, 'Psychology', 'Female'),
(100845, 'Accounting', 'Female'),
(100846, 'Accounting', 'Female'),
(100847, 'Accounting', 'Male'),
(100848, 'Psychology', 'Male'),
(100849, 'Music', 'Male'),
(100850, 'Music', 'Male'),
(100851, 'Finance', 'Male'),
(100852, 'English', 'Female'),
(100853, 'Accounting', 'Male'),
(100854, 'Law', 'Male'),
(100855, 'Film', 'Male'),
(100856, 'Fine Arts', 'Female'),
(100857, 'Finance', 'Male'),
(100858, 'Biology', 'Male'),
(100859, 'Computer Science', 'Female'),
(100860, 'Law', 'Female'),
(100861, 'Law', 'Non-binary'),
(100862, 'Math', 'Male'),
(100863, 'Fine Arts', 'Female'),
(100864, 'Economics', 'Female'),
(100865, 'Law', 'Male'),
(100866, 'Music', 'Female'),
(100867, 'Chemistry', 'Female'),
(100868, 'Computer Science', 'Female'),
(100869, 'Math', 'Female'),
(100870, 'Math', 'Male'),
(100871, 'Economics', 'Male'),
(100872, 'History', 'Female'),
(100873, 'History', 'Female'),
(100874, 'Psychology', 'Female'),
(100875, 'Math', 'Female'),
(100876, 'Physics', 'Female'),
(100877, 'English', 'Female'),
(100878, 'Physics', 'Male'),
(100879, 'English', 'Female'),
(100880, 'Drama', 'Male'),
(100881, 'Drama', 'Female'),
(100882, 'Drama', 'Female'),
(100883, 'Film', 'Female'),
(100884, 'Chemistry', 'Male'),
(100885, 'Economics', 'Male'),
(100886, 'Music', 'Female'),
(100887, 'English', 'Male'),
(100888, 'Chemistry', 'Female'),
(100889, 'Physics', 'Male'),
(100890, 'Physics', 'Female'),
(100891, 'Economics', 'Male'),
(100892, 'Finance', 'Male'),
(100893, 'English', 'Male'),
(100894, 'Finance', 'Male'),
(100895, 'Film', 'Female'),
(100896, 'Physics', 'Male'),
(100897, 'Chemistry', 'Female'),
(100898, 'Fine Arts', 'Male'),
(100899, 'Finance', 'Female'),
(100900, 'Economics', 'Female'),
(100901, 'Computer Science', 'Male'),
(100902, 'English', 'Female'),
(100903, 'History', 'Male'),
(100904, 'Physics', 'Male'),
(100905, 'Computer Science', 'Male'),
(100906, 'Accounting', 'Female'),
(100907, 'Biology', 'Female'),
(100908, 'Psychology', 'Male'),
(100909, 'Drama', 'Female'),
(100910, 'Math', 'Female'),
(100911, 'Biology', 'Male'),
(100912, 'Finance', 'Male'),
(100913, 'Computer Science', 'Male'),
(100914, 'Music', 'Female'),
(100915, 'Physics', 'Female'),
(100916, 'Physics', 'Female'),
(100917, 'English', 'Male'),
(100918, 'Accounting', 'Male'),
(100919, 'Economics', 'Female'),
(100920, 'English', 'Male'),
(100921, 'History', 'Female'),
(100922, 'Fine Arts', 'Female'),
(100923, 'Computer Science', 'Female'),
(100924, 'Law', 'Female'),
(100925, 'Physics', 'Female'),
(100926, 'Computer Science', 'Male'),
(100927, 'Chemistry', 'Non-binary'),
(100928, 'Math', 'Female'),
(100929, 'Economics', 'Female'),
(100930, 'Fine Arts', 'Male'),
(100931, 'Film', 'Female'),
(100932, 'Physics', 'Male'),
(100933, 'History', 'Male'),
(100934, 'Biology', 'Female'),
(100935, 'Finance', 'Male'),
(100936, 'Accounting', 'Male'),
(100937, 'Accounting', 'Female'),
(100938, 'Film', 'Female'),
(100939, 'Fine Arts', 'Female'),
(100940, 'Psychology', 'Female'),
(100941, 'Drama', 'Non-binary'),
(100942, 'English', 'Male'),
(100943, 'Economics', 'Male'),
(100944, 'Physics', 'Male'),
(100945, 'English', 'Male'),
(100946, 'Finance', 'Male'),
(100947, 'Fine Arts', 'Female'),
(100948, 'English', 'Male'),
(100949, 'English', 'Female'),
(100950, 'Computer Science', 'Female'),
(100951, 'English', 'Male'),
(100952, 'Biology', 'Female'),
(100953, 'English', 'Male'),
(100954, 'Chemistry', 'Female'),
(100955, 'Computer Science', 'Female'),
(100956, 'Accounting', 'Male'),
(100957, 'Film', 'Male'),
(100958, 'Physics', 'Male'),
(100959, 'Computer Science', 'Male'),
(100960, 'Accounting', 'Male'),
(100961, 'Drama', 'Male'),
(100962, 'Chemistry', 'Male'),
(100963, 'Film', 'Female'),
(100964, 'Music', 'Female'),
(100965, 'English', 'Female'),
(100966, 'Chemistry', 'Female'),
(100967, 'History', 'Male'),
(100968, 'Physics', 'Female'),
(100969, 'English', 'Male'),
(100970, 'Law', 'Female'),
(100971, 'History', 'Male'),
(100972, 'Psychology', 'Female'),
(100973, 'Music', 'Female'),
(100974, 'Drama', 'Female'),
(100975, 'Computer Science', 'Male'),
(100976, 'Psychology', 'Male'),
(100977, 'English', 'Female'),
(100978, 'History', 'Male'),
(100979, 'Psychology', 'Female'),
(100980, 'Physics', 'Male'),
(100981, 'Biology', 'Female'),
(100982, 'Biology', 'Male'),
(100983, 'Music', 'Female'),
(100984, 'Psychology', 'Female'),
(100985, 'Music', 'Female'),
(100986, 'Music', 'Male'),
(100987, 'English', 'Non-binary'),
(100988, 'Math', 'Female'),
(100989, 'Film', 'Female'),
(100990, 'Film', 'Male'),
(100991, 'Drama', 'Female'),
(100992, 'Music', 'Male'),
(100993, 'Biology', 'Male'),
(100994, 'Physics', 'Female'),
(100995, 'Finance', 'Male'),
(100996, 'Film', 'Male'),
(100997, 'Law', 'Female'),
(100998, 'History', 'Female'),
(100999, 'Chemistry', 'Female');

INSERT INTO Student (StudentId, Major, Gender) VALUES
(101000, 'Accounting', 'Female'),
(101001, 'Drama', 'Male'),
(101002, 'Economics', 'Male'),
(101003, 'Biology', 'Female'),
(101004, 'Fine Arts', 'Female'),
(101005, 'Fine Arts', 'Female'),
(101006, 'Psychology', 'Male'),
(101007, 'Fine Arts', 'Female'),
(101008, 'Law', 'Male'),
(101009, 'Law', 'Male'),
(101010, 'Fine Arts', 'Female'),
(101011, 'Physics', 'Male'),
(101012, 'English', 'Male'),
(101013, 'Economics', 'Non-binary'),
(101014, 'English', 'Female'),
(101015, 'Law', 'Male'),
(101016, 'Drama', 'Female'),
(101017, 'Finance', 'Male'),
(101018, 'Drama', 'Female'),
(101019, 'Music', 'Female'),
(101020, 'Math', 'Male'),
(101021, 'Music', 'Non-binary'),
(101022, 'Computer Science', 'Male'),
(101023, 'History', 'Non-binary'),
(101024, 'Film', 'Male'),
(101025, 'Economics', 'Male'),
(101026, 'Biology', 'Female'),
(101027, 'Psychology', 'Male'),
(101028, 'Film', 'Female'),
(101029, 'Law', 'Female'),
(101030, 'Music', 'Female'),
(101031, 'Economics', 'Male'),
(101032, 'Law', 'Female'),
(101033, 'Math', 'Female'),
(101034, 'Law', 'Male'),
(101035, 'Fine Arts', 'Male'),
(101036, 'Music', 'Female'),
(101037, 'History', 'Male'),
(101038, 'Film', 'Female'),
(101039, 'Biology', 'Female'),
(101040, 'Fine Arts', 'Male'),
(101041, 'Math', 'Female'),
(101042, 'History', 'Female'),
(101043, 'Finance', 'Female'),
(101044, 'Biology', 'Male'),
(101045, 'Physics', 'Female'),
(101046, 'English', 'Female'),
(101047, 'History', 'Female'),
(101048, 'Biology', 'Male'),
(101049, 'Biology', 'Female'),
(101050, 'Math', 'Male'),
(101051, 'Biology', 'Male'),
(101052, 'Biology', 'Male'),
(101053, 'English', 'Male'),
(101054, 'Psychology', 'Male'),
(101055, 'Chemistry', 'Female'),
(101056, 'Accounting', 'Female'),
(101057, 'Music', 'Female'),
(101058, 'Math', 'Female'),
(101059, 'Music', 'Female'),
(101060, 'Psychology', 'Female'),
(101061, 'English', 'Female'),
(101062, 'English', 'Female'),
(101063, 'Drama', 'Female'),
(101064, 'History', 'Female'),
(101065, 'Physics', 'Female'),
(101066, 'English', 'Non-binary'),
(101067, 'Accounting', 'Non-binary'),
(101068, 'Computer Science', 'Male'),
(101069, 'Film', 'Male'),
(101070, 'Psychology', 'Male'),
(101071, 'Film', 'Female'),
(101072, 'Chemistry', 'Male'),
(101073, 'Psychology', 'Male'),
(101074, 'Chemistry', 'Male'),
(101075, 'Physics', 'Female'),
(101076, 'Finance', 'Male'),
(101077, 'Math', 'Male'),
(101078, 'Drama', 'Male'),
(101079, 'Fine Arts', 'Male'),
(101080, 'Physics', 'Female'),
(101081, 'Accounting', 'Female'),
(101082, 'English', 'Female'),
(101083, 'Film', 'Male'),
(101084, 'Drama', 'Female'),
(101085, 'Music', 'Female'),
(101086, 'Biology', 'Male'),
(101087, 'Finance', 'Female'),
(101088, 'English', 'Female'),
(101089, 'Psychology', 'Female'),
(101090, 'History', 'Female'),
(101091, 'Psychology', 'Male'),
(101092, 'Music', 'Female'),
(101093, 'Finance', 'Male'),
(101094, 'Accounting', 'Male'),
(101095, 'Finance', 'Female'),
(101096, 'Biology', 'Female'),
(101097, 'Film', 'Female'),
(101098, 'Computer Science', 'Female'),
(101099, 'Computer Science', 'Male'),
(101100, 'Psychology', 'Male'),
(101101, 'Law', 'Female'),
(101102, 'Math', 'Male'),
(101103, 'English', 'Non-binary'),
(101104, 'English', 'Male'),
(101105, 'Fine Arts', 'Female'),
(101106, 'Psychology', 'Male'),
(101107, 'Biology', 'Male'),
(101108, 'English', 'Male'),
(101109, 'English', 'Female'),
(101110, 'Economics', 'Male'),
(101111, 'Chemistry', 'Female'),
(101112, 'Finance', 'Male'),
(101113, 'Physics', 'Female'),
(101114, 'Math', 'Female'),
(101115, 'Fine Arts', 'Female'),
(101116, 'Physics', 'Male'),
(101117, 'English', 'Female'),
(101118, 'Fine Arts', 'Female'),
(101119, 'Physics', 'Male'),
(101120, 'Chemistry', 'Female'),
(101121, 'Psychology', 'Male'),
(101122, 'Drama', 'Male'),
(101123, 'Fine Arts', 'Male'),
(101124, 'Psychology', 'Male'),
(101125, 'Physics', 'Female'),
(101126, 'Chemistry', 'Male'),
(101127, 'Accounting', 'Male'),
(101128, 'History', 'Female'),
(101129, 'Biology', 'Female'),
(101130, 'Accounting', 'Male'),
(101131, 'Chemistry', 'Female'),
(101132, 'Music', 'Female'),
(101133, 'Economics', 'Female'),
(101134, 'Computer Science', 'Male'),
(101135, 'Psychology', 'Male'),
(101136, 'Computer Science', 'Female'),
(101137, 'Economics', 'Male'),
(101138, 'Chemistry', 'Female'),
(101139, 'Chemistry', 'Female'),
(101140, 'History', 'Male'),
(101141, 'Economics', 'Female'),
(101142, 'Biology', 'Female'),
(101143, 'Biology', 'Female'),
(101144, 'Chemistry', 'Female'),
(101145, 'Biology', 'Female'),
(101146, 'Biology', 'Male'),
(101147, 'Computer Science', 'Female'),
(101148, 'Psychology', 'Female'),
(101149, 'Drama', 'Male'),
(101150, 'Finance', 'Male'),
(101151, 'Physics', 'Female'),
(101152, 'English', 'Male'),
(101153, 'Law', 'Female'),
(101154, 'Economics', 'Male'),
(101155, 'Fine Arts', 'Male'),
(101156, 'Accounting', 'Male'),
(101157, 'English', 'Female'),
(101158, 'Law', 'Female'),
(101159, 'Computer Science', 'Male'),
(101160, 'Physics', 'Female'),
(101161, 'Economics', 'Male'),
(101162, 'Finance', 'Female'),
(101163, 'Math', 'Female'),
(101164, 'History', 'Male'),
(101165, 'Finance', 'Male'),
(101166, 'Law', 'Male'),
(101167, 'Film', 'Female'),
(101168, 'Psychology', 'Male'),
(101169, 'Chemistry', 'Female'),
(101170, 'Economics', 'Male'),
(101171, 'Economics', 'Non-binary'),
(101172, 'Fine Arts', 'Female'),
(101173, 'Law', 'Male'),
(101174, 'Math', 'Male'),
(101175, 'English', 'Female'),
(101176, 'History', 'Female'),
(101177, 'Computer Science', 'Male'),
(101178, 'Fine Arts', 'Female'),
(101179, 'Economics', 'Female'),
(101180, 'Law', 'Male'),
(101181, 'Physics', 'Female'),
(101182, 'Biology', 'Male'),
(101183, 'Finance', 'Male'),
(101184, 'Drama', 'Female'),
(101185, 'Film', 'Male'),
(101186, 'Accounting', 'Female'),
(101187, 'Law', 'Male'),
(101188, 'Chemistry', 'Female'),
(101189, 'Economics', 'Male'),
(101190, 'Chemistry', 'Male'),
(101191, 'Math', 'Male'),
(101192, 'History', 'Female'),
(101193, 'English', 'Male'),
(101194, 'Psychology', 'Female'),
(101195, 'Drama', 'Male'),
(101196, 'Computer Science', 'Male'),
(101197, 'Psychology', 'Female'),
(101198, 'Economics', 'Male'),
(101199, 'Finance', 'Male'),
(101200, 'Drama', 'Female'),
(101201, 'English', 'Male'),
(101202, 'Fine Arts', 'Female'),
(101203, 'Accounting', 'Male'),
(101204, 'Accounting', 'Male'),
(101205, 'Finance', 'Male'),
(101206, 'Computer Science', 'Female'),
(101207, 'Math', 'Non-binary'),
(101208, 'Computer Science', 'Male'),
(101209, 'Fine Arts', 'Female'),
(101210, 'Computer Science', 'Male'),
(101211, 'Computer Science', 'Female'),
(101212, 'Film', 'Female'),
(101213, 'Economics', 'Male'),
(101214, 'English', 'Male'),
(101215, 'Accounting', 'Female'),
(101216, 'Psychology', 'Male'),
(101217, 'Biology', 'Female'),
(101218, 'Music', 'Female'),
(101219, 'Fine Arts', 'Male'),
(101220, 'Accounting', 'Male'),
(101221, 'Computer Science', 'Male'),
(101222, 'Biology', 'Female'),
(101223, 'Biology', 'Male'),
(101224, 'English', 'Female'),
(101225, 'Law', 'Female'),
(101226, 'Fine Arts', 'Female'),
(101227, 'English', 'Male'),
(101228, 'Accounting', 'Female'),
(101229, 'Finance', 'Female'),
(101230, 'History', 'Female'),
(101231, 'Psychology', 'Female'),
(101232, 'English', 'Female'),
(101233, 'Economics', 'Male'),
(101234, 'Computer Science', 'Female'),
(101235, 'Psychology', 'Male'),
(101236, 'Law', 'Male'),
(101237, 'Physics', 'Female'),
(101238, 'Fine Arts', 'Male'),
(101239, 'Computer Science', 'Male'),
(101240, 'Finance', 'Female'),
(101241, 'English', 'Male'),
(101242, 'Chemistry', 'Female'),
(101243, 'Music', 'Male'),
(101244, 'Finance', 'Female'),
(101245, 'Biology', 'Male'),
(101246, 'Economics', 'Female'),
(101247, 'Physics', 'Male'),
(101248, 'Finance', 'Male'),
(101249, 'Music', 'Female'),
(101250, 'Math', 'Female'),
(101251, 'Finance', 'Male'),
(101252, 'Fine Arts', 'Female'),
(101253, 'Law', 'Female'),
(101254, 'Fine Arts', 'Female'),
(101255, 'Drama', 'Male'),
(101256, 'Accounting', 'Male'),
(101257, 'Biology', 'Female'),
(101258, 'English', 'Female'),
(101259, 'Biology', 'Male'),
(101260, 'Music', 'Male'),
(101261, 'History', 'Female'),
(101262, 'Finance', 'Female'),
(101263, 'Economics', 'Male'),
(101264, 'Drama', 'Male'),
(101265, 'Biology', 'Female'),
(101266, 'Music', 'Male'),
(101267, 'Fine Arts', 'Male'),
(101268, 'Drama', 'Male'),
(101269, 'Math', 'Female'),
(101270, 'Chemistry', 'Female'),
(101271, 'Physics', 'Male'),
(101272, 'Accounting', 'Female'),
(101273, 'Biology', 'Male'),
(101274, 'Fine Arts', 'Female'),
(101275, 'Psychology', 'Female'),
(101276, 'Computer Science', 'Male'),
(101277, 'Computer Science', 'Male'),
(101278, 'Computer Science', 'Female'),
(101279, 'Chemistry', 'Male'),
(101280, 'Psychology', 'Male'),
(101281, 'Music', 'Male'),
(101282, 'Law', 'Female'),
(101283, 'Physics', 'Female'),
(101284, 'Physics', 'Female'),
(101285, 'History', 'Male'),
(101286, 'Accounting', 'Male'),
(101287, 'Economics', 'Female'),
(101288, 'Psychology', 'Male'),
(101289, 'Computer Science', 'Female'),
(101290, 'English', 'Female'),
(101291, 'Economics', 'Male'),
(101292, 'Biology', 'Female'),
(101293, 'Biology', 'Female'),
(101294, 'Physics', 'Female'),
(101295, 'Law', 'Male'),
(101296, 'English', 'Male'),
(101297, 'Biology', 'Male'),
(101298, 'Music', 'Male'),
(101299, 'Biology', 'Female'),
(101300, 'Drama', 'Female'),
(101301, 'Biology', 'Female'),
(101302, 'Film', 'Female'),
(101303, 'History', 'Female'),
(101304, 'English', 'Male'),
(101305, 'Law', 'Male'),
(101306, 'History', 'Female'),
(101307, 'Math', 'Female'),
(101308, 'Economics', 'Male'),
(101309, 'Economics', 'Female'),
(101310, 'Biology', 'Male'),
(101311, 'Film', 'Male'),
(101312, 'Finance', 'Male'),
(101313, 'Chemistry', 'Female'),
(101314, 'English', 'Female'),
(101315, 'Film', 'Male'),
(101316, 'Law', 'Female'),
(101317, 'Music', 'Female'),
(101318, 'History', 'Male'),
(101319, 'Biology', 'Male'),
(101320, 'Drama', 'Male'),
(101321, 'Psychology', 'Male'),
(101322, 'Music', 'Male'),
(101323, 'English', 'Male'),
(101324, 'History', 'Male'),
(101325, 'Biology', 'Non-binary'),
(101326, 'Finance', 'Female'),
(101327, 'Psychology', 'Female'),
(101328, 'Biology', 'Female'),
(101329, 'Psychology', 'Female'),
(101330, 'Economics', 'Male'),
(101331, 'Biology', 'Male'),
(101332, 'Film', 'Male'),
(101333, 'Finance', 'Male'),
(101334, 'History', 'Female'),
(101335, 'Computer Science', 'Male'),
(101336, 'Biology', 'Female'),
(101337, 'Drama', 'Male'),
(101338, 'Psychology', 'Female'),
(101339, 'Physics', 'Male'),
(101340, 'Math', 'Male'),
(101341, 'Psychology', 'Female'),
(101342, 'History', 'Male'),
(101343, 'History', 'Female'),
(101344, 'Law', 'Female'),
(101345, 'Fine Arts', 'Female'),
(101346, 'Finance', 'Female'),
(101347, 'Drama', 'Male'),
(101348, 'Psychology', 'Female'),
(101349, 'Fine Arts', 'Male'),
(101350, 'Finance', 'Female'),
(101351, 'Film', 'Female'),
(101352, 'Computer Science', 'Female'),
(101353, 'Chemistry', 'Female'),
(101354, 'Film', 'Male'),
(101355, 'Accounting', 'Male'),
(101356, 'Drama', 'Male'),
(101357, 'Economics', 'Male'),
(101358, 'Computer Science', 'Female'),
(101359, 'Music', 'Male'),
(101360, 'Economics', 'Male'),
(101361, 'Fine Arts', 'Male'),
(101362, 'Computer Science', 'Male'),
(101363, 'Film', 'Female'),
(101364, 'Accounting', 'Female'),
(101365, 'Law', 'Male'),
(101366, 'Psychology', 'Male'),
(101367, 'Computer Science', 'Male'),
(101368, 'Film', 'Female'),
(101369, 'Biology', 'Female'),
(101370, 'Economics', 'Male'),
(101371, 'Psychology', 'Male'),
(101372, 'Accounting', 'Female'),
(101373, 'Accounting', 'Male'),
(101374, 'Film', 'Female'),
(101375, 'Economics', 'Female'),
(101376, 'English', 'Female'),
(101377, 'Film', 'Male'),
(101378, 'Fine Arts', 'Female'),
(101379, 'Music', 'Male'),
(101380, 'History', 'Non-binary'),
(101381, 'Finance', 'Non-binary'),
(101382, 'Economics', 'Male'),
(101383, 'Economics', 'Male'),
(101384, 'Accounting', 'Male'),
(101385, 'Chemistry', 'Male'),
(101386, 'Physics', 'Male'),
(101387, 'Math', 'Male'),
(101388, 'Drama', 'Female'),
(101389, 'Physics', 'Male'),
(101390, 'Economics', 'Female'),
(101391, 'Music', 'Female'),
(101392, 'Computer Science', 'Male'),
(101393, 'Finance', 'Male'),
(101394, 'Law', 'Male'),
(101395, 'Chemistry', 'Female'),
(101396, 'Music', 'Female'),
(101397, 'Computer Science', 'Male'),
(101398, 'Law', 'Female'),
(101399, 'History', 'Male'),
(101400, 'Physics', 'Female'),
(101401, 'Film', 'Female'),
(101402, 'Chemistry', 'Male'),
(101403, 'Drama', 'Male'),
(101404, 'Drama', 'Male'),
(101405, 'Psychology', 'Male'),
(101406, 'Drama', 'Female'),
(101407, 'Psychology', 'Male'),
(101408, 'Music', 'Male'),
(101409, 'Physics', 'Female'),
(101410, 'Physics', 'Female'),
(101411, 'English', 'Female'),
(101412, 'Biology', 'Male'),
(101413, 'English', 'Female'),
(101414, 'Drama', 'Male'),
(101415, 'Finance', 'Male'),
(101416, 'Physics', 'Male'),
(101417, 'History', 'Female'),
(101418, 'Accounting', 'Male'),
(101419, 'Math', 'Male'),
(101420, 'Economics', 'Non-binary'),
(101421, 'Economics', 'Male'),
(101422, 'Film', 'Female'),
(101423, 'Math', 'Male'),
(101424, 'Economics', 'Male'),
(101425, 'Physics', 'Male'),
(101426, 'Economics', 'Male'),
(101427, 'English', 'Female'),
(101428, 'Math', 'Male'),
(101429, 'Fine Arts', 'Male'),
(101430, 'History', 'Male'),
(101431, 'English', 'Female'),
(101432, 'Computer Science', 'Male'),
(101433, 'Chemistry', 'Male'),
(101434, 'Biology', 'Male'),
(101435, 'Music', 'Male'),
(101436, 'Film', 'Female'),
(101437, 'Biology', 'Female'),
(101438, 'Economics', 'Female'),
(101439, 'Law', 'Female'),
(101440, 'Psychology', 'Female'),
(101441, 'Chemistry', 'Female'),
(101442, 'Biology', 'Female'),
(101443, 'Physics', 'Female'),
(101444, 'Law', 'Female'),
(101445, 'Music', 'Male'),
(101446, 'Film', 'Female'),
(101447, 'Fine Arts', 'Male'),
(101448, 'Finance', 'Male'),
(101449, 'Accounting', 'Female'),
(101450, 'Computer Science', 'Male'),
(101451, 'Computer Science', 'Female'),
(101452, 'Drama', 'Male'),
(101453, 'Fine Arts', 'Female'),
(101454, 'Law', 'Female'),
(101455, 'Physics', 'Male'),
(101456, 'Law', 'Female'),
(101457, 'Psychology', 'Female'),
(101458, 'Drama', 'Male'),
(101459, 'Economics', 'Male'),
(101460, 'Film', 'Male'),
(101461, 'Film', 'Female'),
(101462, 'Drama', 'Female'),
(101463, 'Finance', 'Non-binary'),
(101464, 'Film', 'Female'),
(101465, 'Law', 'Male'),
(101466, 'English', 'Male'),
(101467, 'Law', 'Non-binary'),
(101468, 'Finance', 'Male'),
